StockCode,Description,QuantitySold,Revenue,AvgPrice,Orders,InventoryStatus,Recommendation
20718,RED RETROSPOT SHOPPER BAG,1412,1632.0,1.2396739130434782,92,Fast Moving,Restock Immediately
20718,RED SPOTTY SHOPPER BAG,6660,7713.2,1.2362250000000001,397,Fast Moving,Restock Immediately
20719,WOODLAND CHARLOTTE BAG,10051,7958.35,0.8377536231884057,543,Fast Moving,Restock Immediately
20721,OWLS CHARLOTTE BAG,1,0.85,0.85,1,Slow Moving,Reduce Inventory
20723,STRAWBERRY CHARLOTTE BAG,7807,6229.05,0.8404448742746615,505,Fast Moving,Restock Immediately
20724,RED RETROSPOT CHARLOTTE BAG,2505,2033.05,0.8445549738219895,186,Fast Moving,Restock Immediately
20724,RED SPOTTY CHARLOTTE BAG,10685,8499.85,0.8390572390572391,587,Fast Moving,Restock Immediately
20725,LUNCH BAG RED RETROSPOT,3103,4891.95,1.6413357400722022,260,Fast Moving,Restock Immediately
20725,LUNCH BAG RED SPOTTY,17314,27041.3,1.6316789667896678,1058,Fast Moving,Restock Immediately
20726,LUNCH BAG WOODLAND,12000,18796.0,1.642892156862745,789,Fast Moving,Restock Immediately
20727,LUNCH BAG  BLACK SKULL.,14529,22561.65,1.636106719367589,973,Fast Moving,Restock Immediately
20728,LUNCH BAG CARS BLUE,12755,19805.75,1.6410171428571427,852,Fast Moving,Restock Immediately
20729,RED SPOTTY CANDY BAG,4626,1154.9,1.227910447761194,67,Fast Moving,Restock Immediately
20730,STRAWBERRY CANDY BAG,1659,524.25,1.2139024390243902,41,Fast Moving,Restock Immediately
20731,POSY CANDY BAG,4027,1087.75,1.083076923076923,39,Fast Moving,Restock Immediately
20733,GOLD MINI TAPE MEASURE ,646,450.1,0.7914754098360656,59,Normal,Monitor Stock
20734,SILVER MINI TAPE MEASURE ,1379,1079.85,0.8442647058823529,68,Fast Moving,Restock Immediately
20735,BLACK MINI TAPE MEASURE ,671,470.95,0.7859999999999999,35,Normal,Monitor Stock
20736,PINK MINI TAPE MEASURE ,287,230.95,0.8431578947368421,18,Normal,Monitor Stock
20738,GREEN MINI TAPE MEASURE ,1585,1270.55,0.842,65,Fast Moving,Restock Immediately
20747,PICCADILLY TEA SET,310,4227.5,14.733098591549295,70,Normal,Monitor Stock
20748,KENSINGTON COFFEE SET,310,2746.5,11.988636363636363,88,Normal,Monitor Stock
20749,ASSORTED COLOUR MINI CASES,1341,9707.43,7.781128205128205,384,Fast Moving,Restock Immediately
20750, RED/WHITE DOT MINI CASES,479,3536.13,7.811985815602837,138,Normal,Monitor Stock
20750,RED RETROSPOT MINI CASES,391,2945.25,7.855185185185186,134,Normal,Monitor Stock
20750,RED/WHITE DOT MINI CASES,1112,7883.599999999999,7.747628458498024,250,Fast Moving,Restock Immediately
20751,FUNKY WASHING UP GLOVES ASSORTED,1861,3873.6600000000003,2.0972013651877135,249,Fast Moving,Restock Immediately
20752,BLUE POLKADOT WASHING UP GLOVES,132,277.2,2.1,48,Normal,Monitor Stock
20752,RETRO BLUE SPOTTY WASHING UP GLOVES,846,1326.6000000000001,2.045175438596491,114,Normal,Monitor Stock
20753,RETRO PINK SPOT WASHING UP GLOVES,187,391.1,2.057894736842105,38,Normal,Monitor Stock
20754,RETRO RED SPOTTY WASHING UP GLOVES,3012,5749.56,2.077088235294118,338,Fast Moving,Restock Immediately
20754,RETROSPOT RED WASHING UP GLOVES,498,1016.2800000000001,2.0964957264957267,116,Normal,Monitor Stock
20755,BLUE PAISLEY POCKET BOOK,4807,795.55,0.8253846153846153,39,Fast Moving,Restock Immediately
20756,GREEN FERN POCKET BOOK,5622,768.3,0.8082608695652174,22,Fast Moving,Restock Immediately
20757,RED DAISY POCKET BOOK ,5165,739.85,0.818,28,Fast Moving,Restock Immediately
20758,ABSTRACT CIRCLES POCKET BOOK,5233,797.65,0.8225714285714285,35,Fast Moving,Restock Immediately
20759,CHRYSANTHEMUM POCKET BOOK ,5675,813.35,0.8130769230769231,26,Fast Moving,Restock Immediately
20760,GARDEN PATH POCKET BOOK,5420,1215.8,0.8214634146341463,40,Fast Moving,Restock Immediately
20761,BLUE PAISLEY SKETCHBOOK,313,824.95,3.6181159420289855,67,Normal,Monitor Stock
20762,GREEN FERN SKETCHBOOK ,321,811.75,3.55625,64,Normal,Monitor Stock
20763,DAISY SKETCHBOOK ,175,420.65,3.4414285714285717,35,Normal,Monitor Stock
20764,ABSTRACT CIRCLES SKETCHBOOK ,476,1257.0,3.52752808988764,89,Normal,Monitor Stock
20765,CHRYSANTHEMUM SKETCHBOOK ,319,767.45,3.5668831168831168,74,Normal,Monitor Stock
20766,GARDEN PATH SKETCHBOOK,368,946.4,3.5660493827160495,80,Normal,Monitor Stock
20767,BLUE PAISLEY JOURNAL ,540,1022.4,2.4499999999999997,92,Normal,Monitor Stock
20768,GREEN FERN JOURNAL ,575,1047.75,2.410843373493976,83,Normal,Monitor Stock
20769,DAISY JOURNAL ,341,545.5500000000001,2.335526315789474,37,Normal,Monitor Stock
20770,ABSTRACT CIRCLE JOURNAL ,798,1582.2,2.4050561797752805,88,Normal,Monitor Stock
20771,CHRYSANTHEMUM  JOURNAL,502,894.0,2.4045454545454543,87,Normal,Monitor Stock
20772,GARDEN PATH JOURNAL,711,1194.75,2.302840909090909,86,Normal,Monitor Stock
20773,BLUE PAISLEY NOTEBOOK,3265,827.25,1.6314814814814815,77,Fast Moving,Restock Immediately
20774,GREEN FERN NOTEBOOK,3376,770.4,1.625,58,Fast Moving,Restock Immediately
20775,DAISY NOTEBOOK ,3451,654.15,1.6083333333333334,34,Fast Moving,Restock Immediately
20776,ABSTRACT CIRCLES NOTEBOOK,3188,700.1999999999999,1.6227272727272728,53,Fast Moving,Restock Immediately
20777,CHRYSANTHEMUM NOTEBOOK,3437,871.05,1.6258064516129032,61,Fast Moving,Restock Immediately
20778,GARDEN PATH NOTEBOOK ,3585,875.25,1.6302631578947366,74,Fast Moving,Restock Immediately
20780,BLACK EAR MUFF HEADPHONES,154,742.5,5.361063829787234,44,Normal,Monitor Stock
20781,GOLD EAR MUFF HEADPHONES,52,243.0,5.3425,23,Slow Moving,Reduce Inventory
20782,CAMOUFLAGE EAR MUFF HEADPHONES,73,400.77,5.49,36,Slow Moving,Reduce Inventory
20783,HEART EAR MUFF HEADPHONES,131,663.75,5.442,34,Normal,Monitor Stock
20784,RED RETRO BAR STOOL,26,970.7,38.95,8,Slow Moving,Reduce Inventory
20785,FUSCHIA RETRO BAR STOOL,30,1134.5,39.28333333333334,12,Slow Moving,Reduce Inventory
20786,BLACK RETRO BAR STOOL,22,830.9,39.50555555555556,9,Slow Moving,Reduce Inventory
20787,BLUE RETRO BAR STOOL,11,435.45000000000005,39.45,8,Slow Moving,Reduce Inventory
20791,BLUE TILED SET OF 3 DRAWERS,5,63.75,12.75,1,Slow Moving,Reduce Inventory
20793,BLUE TILED TRAY,265,348.75,6.204545454545454,11,Normal,Monitor Stock
20794,BLUE  TILE HOOK,105,267.75,2.55,15,Normal,Monitor Stock
20795,LARGE BLUE PROVENCAL CERAMIC BALL,72,136.44,2.0544444444444445,9,Slow Moving,Reduce Inventory
20796,SMALL BLUE PROVENCAL CERAMIC BALL,27,44.55,1.65,5,Slow Moving,Reduce Inventory
20798,CLEAR MILKSHAKE GLASS,427,831.9,2.067073170731707,38,Normal,Monitor Stock
20799,PINK MILKSHAKE GLASS,167,215.5,2.0,13,Normal,Monitor Stock
20800,LARGE GLASS SUNDAE DISH CLEAR,996,258.2,1.4,2,Normal,Monitor Stock
20801,LARGE PINK GLASS SUNDAE DISH,56,142.79999999999998,2.55,15,Slow Moving,Reduce Inventory
20802,SMALL GLASS SUNDAE DISH CLEAR,259,427.35,1.65,34,Normal,Monitor Stock
20803,SMALL PINK GLASS SUNDAE DISH,186,306.90000000000003,1.65,30,Normal,Monitor Stock
20804,GLASS CHICKEN BUTTER DISH,291,451.35,1.6423076923076922,24,Normal,Monitor Stock
20812,EMBOSSED FLOWER TRELLIS PHOTO FRAME,5,12.75,2.55,3,Slow Moving,Reduce Inventory
20814,SILVER FINCH DECORATION,187,206.39000000000001,1.2025,12,Normal,Monitor Stock
20816,GOLD FLOWER CUSHION COVER ,16,108.0,6.75,5,Slow Moving,Reduce Inventory
20818,GOLD TEDDY BEAR,67,191.25,3.625,20,Slow Moving,Reduce Inventory
20819,SILVER TEDDY BEAR,161,363.75,3.4642857142857144,35,Normal,Monitor Stock
20820,SILVER LOOKING MIRROR,9,44.55,4.95,7,Slow Moving,Reduce Inventory
20821,GOLDIE LOOKING MIRROR,10,49.5,4.95,5,Slow Moving,Reduce Inventory
20822,SILVER WINE GOBLET,2,9.3,4.65,1,Slow Moving,Reduce Inventory
20823,GOLD WINE GOBLET,92,405.40000000000003,4.577272727272727,10,Slow Moving,Reduce Inventory
20825,GOLD WINE GLASS,360,1229.04,3.6300000000000003,6,Normal,Monitor Stock
20826,SILVER APERITIF GLASS,79,162.32000000000002,2.0483333333333333,6,Slow Moving,Reduce Inventory
20827,GOLD APERITIF GLASS,85,175.04000000000002,2.0483333333333333,6,Slow Moving,Reduce Inventory
20828,GLITTER BUTTERFLY CLIPS,3263,7597.05,2.526657060518732,331,Fast Moving,Restock Immediately
20829,GLITTER HANGING BUTTERFLY STRING,3463,6878.7,2.088832684824903,248,Fast Moving,Restock Immediately
20830,SILVER PHOTO FRAME,227,356.7,2.055357142857143,26,Normal,Monitor Stock
20831,GOLD PHOTO FRAME,231,335.09999999999997,2.013793103448276,27,Normal,Monitor Stock
20832,RED FLOCK LOVE HEART PHOTO FRAME,570,479.82,0.8473469387755102,49,Normal,Monitor Stock
20833,SHAKER THROW  QUILTED,52,811.8,27.630000000000003,5,Slow Moving,Reduce Inventory
20835,FRENCH LATTICE CUSHION COVER ,12,10.2,0.85,1,Slow Moving,Reduce Inventory
20836,FRENCH PAISLEY CUSHION COVER,54,108.9,2.1100000000000003,5,Slow Moving,Reduce Inventory
20837,FRENCH FLORAL CUSHION COVER ,24,45.60000000000001,2.25,3,Slow Moving,Reduce Inventory
20838,FRENCH LATTICE CUSHION COVER ,61,104.35000000000001,2.6,6,Slow Moving,Reduce Inventory
20839,FRENCH PAISLEY CUSHION COVER ,61,179.95000000000002,2.9500000000000006,12,Slow Moving,Reduce Inventory
20840,FRENCH FLORAL CUSHION COVER ,349,771.55,2.3088235294117645,17,Normal,Monitor Stock
20845,ZINC HEART LATTICE 2 WALL PLANTER,54,342.9,6.35,10,Slow Moving,Reduce Inventory
20846,ZINC HEART LATTICE T-LIGHT HOLDER,675,843.75,1.25,65,Normal,Monitor Stock
20847,ZINC HEART LATTICE CHARGER LARGE,25,93.75,3.75,6,Slow Moving,Reduce Inventory
20848,ZINC HEART LATTICE CHARGER SMALL,18,53.10000000000001,2.95,4,Slow Moving,Reduce Inventory
20849,ZINC HEART LATTICE DOUBLE PLANTER,670,566.1,3.5100000000000002,20,Normal,Monitor Stock
20850,ZINC HEART LATTICE PLANTER BOWL,820,713.8000000000001,2.8434782608695657,23,Normal,Monitor Stock
20851,ZINC HEART LATTICE TRAY OVAL ,325,364.15000000000003,5.690476190476191,20,Normal,Monitor Stock
20854,BLUE PATCH PURSE PINK HEART,211,348.15,1.65,70,Normal,Monitor Stock
20855,PINK PATCH PURSE BLUE HEART,145,239.25,1.65,47,Normal,Monitor Stock
20856,DENIM PATCH PURSE PINK BUTTERFLY,195,321.75,1.65,62,Normal,Monitor Stock
20857,BLUE ROSE PATCH PURSE PINK BUTTERFL,225,371.25,1.65,65,Normal,Monitor Stock
20858,SILVER PURSE GOLD PINK BUTTERFLY,4,6.6,1.65,1,Slow Moving,Reduce Inventory
20860,GOLD COSMETICS BAG WITH BUTTERFLY,19,39.900000000000006,2.1,10,Slow Moving,Reduce Inventory
20861,GOLD COSMETIC BAG PINK STAR,45,94.5,2.1,14,Slow Moving,Reduce Inventory
20862,PINK PATCH PENCIL CASE BLUE HEART,316,652.5300000000001,2.0853571428571427,28,Normal,Monitor Stock
20863,BLUE PATCH PENCIL CASE PINK HEART,286,567.39,2.0720454545454547,42,Normal,Monitor Stock
20864,DENIM PATCH PENCIL CASE BUTTERFLY,247,483.33,2.0514814814814817,26,Normal,Monitor Stock
20865,PATCHWORK PENCIL CASE BUTTERFLY ,247,485.49,2.059,30,Normal,Monitor Stock
20866,BLUE ROSE FABRIC MIRROR,558,488.7,1.2335849056603774,51,Normal,Monitor Stock
20867,PINK ROSE FABRIC MIRROR,694,606.5,1.2177777777777778,51,Normal,Monitor Stock
20868,SILVER FABRIC MIRROR,408,278.4,1.1793333333333333,15,Normal,Monitor Stock
20869,GOLD FABRIC MIRROR,321,172.53,1.1366666666666667,14,Normal,Monitor Stock
20870,OPULENT VELVET CANDLE IN BOX,27,41.4,1.9300000000000002,4,Slow Moving,Reduce Inventory
20871,OPULENT VELVET SET/3 CANDLES,1205,1719.6000000000001,1.845,76,Fast Moving,Restock Immediately
20877,MODERN CHRISTMAS BAUBLE CANDLE ,10,4.2,0.42,3,Slow Moving,Reduce Inventory
20878,SET/9 CHRISTMAS T-LIGHTS SCENTED ,691,836.39,1.2419718309859156,67,Normal,Monitor Stock
20879,TREE OF NOAH FESTIVE SCENTED CANDLE,62,40.3,0.65,8,Slow Moving,Reduce Inventory
20881,MODERN CHRISTMAS TREE CANDLE,2,1.7,0.85,1,Slow Moving,Reduce Inventory
20882,MODERN CHRISTMAS TREE CANDLE,2,5.9,2.95,1,Slow Moving,Reduce Inventory
20884,MODERN CHRISTMAS TREE CANDLE ,2,4.2,2.1,2,Slow Moving,Reduce Inventory
20885,BOX OF 3 PEBBLE CANDLES,1,2.95,2.95,1,Slow Moving,Reduce Inventory
20886,BOX OF 9 PEBBLE CANDLES,1241,2323.65,1.9347457627118643,168,Fast Moving,Restock Immediately
20887,BOX OF 6 PEBBLE CANDLES,5,17.25,3.45,4,Slow Moving,Reduce Inventory
20888,SET 3 JARDIN DE FEMME SCENT CANDLES,359,499.81,2.3536363636363635,11,Normal,Monitor Stock
20889,JARDIN DE FEMME SCENTED CANDLE,656,392.0,2.029166666666667,12,Normal,Monitor Stock
20890,SMALL GLASS ROSE SCENTED CANDLE,4,15.0,3.75,1,Slow Moving,Reduce Inventory
20891,LARGE GLASS ROSE SCENTED CANDLE ,2,15.9,7.95,1,Slow Moving,Reduce Inventory
20892,SET/3 TALL GLASS CANDLE HOLDER PINK,87,712.45,10.683333333333332,23,Slow Moving,Reduce Inventory
20893,HANGING BAUBLE T-LIGHT HOLDER SMALL,395,888.45,2.5075471698113208,45,Normal,Monitor Stock
20894,HANGING BAUBLE T-LIGHT HOLDER LARGE,216,618.0,2.9373015873015875,53,Normal,Monitor Stock
20895,VINTAGE NOTEBOOK FRENCH LETTER ,16,47.20000000000001,2.95,4,Slow Moving,Reduce Inventory
20896,VINTAGE NOTEBOOK PINK FLOWER,39,115.05000000000001,2.95,13,Slow Moving,Reduce Inventory
20897,VINTAGE NOTEBOOK PARIS DAYS,219,401.25000000000006,2.8933333333333335,30,Normal,Monitor Stock
20898,VINTAGE NOTEBOOK TRAVELOGUE,282,546.3000000000001,2.85,33,Normal,Monitor Stock
20899,VINTAGE NOTEBOOK RED ROSE,44,129.8,2.95,12,Slow Moving,Reduce Inventory
20901,VINTAGE KEEPSAKE BOX PINK FLOWER,30,190.5,6.35,14,Slow Moving,Reduce Inventory
20902,VINTAGE KEEPSAKE BOX PARIS DAYS,38,135.7,5.909999999999999,10,Slow Moving,Reduce Inventory
20903,VINTAGE KEEPSAKE BOX TRAVELOGUE,85,222.95,5.029999999999999,10,Slow Moving,Reduce Inventory
20905,VINTAGE KEEPSAKE BOX BEAUTY GIRL,6,38.1,6.349999999999999,3,Slow Moving,Reduce Inventory
20906,VINTAGE NOTEBOOK BEAUTY GIRL,76,224.20000000000002,2.95,27,Slow Moving,Reduce Inventory
20910,VINTAGE PHOTO ALBUM PARIS DAYS,76,463.4,6.321428571428571,26,Slow Moving,Reduce Inventory
20913,SET/5 BLUE SPOTTY LID GLASS BOWLS,295,787.05,2.936666666666667,30,Normal,Monitor Stock
20914,SET/5 RED RETROSPOT LID GLASS BOWLS,2104,5865.6,2.926978417266187,265,Fast Moving,Restock Immediately
20914,SET/5 RED SPOTTY LID GLASS BOWLS,10250,27814.300000000003,2.9035802469135805,786,Fast Moving,Restock Immediately
20931,BLUE POT PLANT CANDLE ,348,981.8000000000001,3.537878787878788,65,Normal,Monitor Stock
20932,PINK POT PLANT CANDLE,117,419.55,3.727142857142857,34,Normal,Monitor Stock
20933,YELLOW POT PLANT CANDLE,470,1174.1000000000001,3.536764705882353,33,Normal,Monitor Stock
20934,SET/3 POT PLANT CANDLES,115,593.75,5.363793103448276,27,Normal,Monitor Stock
20935,ROUND CACTUS CANDLE,289,523.75,2.6263157894736846,35,Normal,Monitor Stock
20936,FORKED CACTUS CANDLE,225,454.95000000000005,2.7125000000000004,30,Normal,Monitor Stock
20939,ORANGE CANDLE,12,10.2,0.85,1,Slow Moving,Reduce Inventory
20940,SET/6 GARDEN GNOME T-LIGHT CANDLES,113,312.55,2.905555555555556,18,Normal,Monitor Stock
20941,FROG CANDLE,867,643.37,1.1626923076923077,52,Normal,Monitor Stock
20942,SET/6 GINGERBREAD TREE T-LIGHTS,6,7.5,1.25,4,Slow Moving,Reduce Inventory
20943,SET/6 GINGERBREAD STAR T-LIGHTS,335,418.75,1.25,48,Normal,Monitor Stock
20950,SET/6  ANGEL T-LIGHTS WHITE/GOLD,652,282.96999999999997,0.4577272727272727,65,Normal,Monitor Stock
20952,PORCELAIN CHERUB BELL SMALL,322,135.24,0.42000000000000004,20,Normal,Monitor Stock
20953,PORCELAIN CHERUB BELL LARGE,19,31.349999999999998,1.65,7,Slow Moving,Reduce Inventory
20956,PORCELAIN T-LIGHT HOLDERS ASSORTED,1430,1672.3,1.2455555555555555,84,Fast Moving,Restock Immediately
20957,PORCELAIN HANGING BELL SMALL,67,97.15,1.45,12,Slow Moving,Reduce Inventory
20958,PORCELAIN HANGING BELL LARGE,26,50.7,1.9500000000000002,9,Slow Moving,Reduce Inventory
20960,WATERMELON BATH SPONGE,1739,2169.95,1.2486805555555556,141,Fast Moving,Restock Immediately
20961,STRAWBERRY BATH SPONGE ,2246,2716.3,1.2463809523809524,198,Fast Moving,Restock Immediately
20963,APPLE BATH SPONGE,2101,2535.05,1.246020942408377,185,Fast Moving,Restock Immediately
20964,POLYESTER FILLER PAD 60x40cm,18,45.9,2.55,5,Slow Moving,Reduce Inventory
20966,SANDWICH BATH SPONGE,2101,2626.25,1.25,206,Fast Moving,Restock Immediately
20967,GREY FLORAL FELTCRAFT SHOULDER BAG,853,3133.59,3.7419555555555557,218,Normal,Monitor Stock
20968,GREEN FLORAL FELTCRAFT SHOULDER BAG,37,138.75,3.75,14,Slow Moving,Reduce Inventory
20969,RED FLORAL FELTCRAFT SHOULDER BAG,1262,4601.1,3.738351254480287,276,Fast Moving,Restock Immediately
20970,PINK FLORAL FELTCRAFT SHOULDER BAG,1368,4985.64,3.7389455782312924,289,Fast Moving,Restock Immediately
20971,PINK BLUE FELT CRAFT TRINKET BOX,10634,12346.3,1.2409369676320272,570,Fast Moving,Restock Immediately
20972,PINK CREAM FELT CRAFT TRINKET BOX ,13170,15460.279999999999,1.2430095759233926,714,Fast Moving,Restock Immediately
20973,12 PENCIL SMALL TUBE WOODLAND,5248,3332.0,0.6488929889298892,251,Fast Moving,Restock Immediately
20974,12 PENCILS SMALL TUBE SKULL,6227,3984.35,0.6484126984126984,412,Fast Moving,Restock Immediately
20975,12 PENCILS SMALL TUBE RED RETROSPOT,3614,2349.1,0.65,177,Fast Moving,Restock Immediately
20975,12 PENCILS SMALL TUBE RED SPOTTY,8003,5001.95,0.6487654320987655,304,Fast Moving,Restock Immediately
20976,12 PENCILS SMALL TUBE POSY,519,337.35,0.65,64,Normal,Monitor Stock
20977,36 PENCILS TUBE WOODLAND,1975,2465.71,1.2491739130434782,221,Fast Moving,Restock Immediately
20978,36 PENCILS TUBE SKULLS,2203,2695.99,1.2459915611814347,225,Fast Moving,Restock Immediately
20979,36 PENCILS TUBE RED RETROSPOT,1056,1295.68,1.2479787234042554,93,Fast Moving,Restock Immediately
20979,36 PENCILS TUBE RED SPOTTY,3225,3882.29,1.2434803921568627,202,Fast Moving,Restock Immediately
20980,36 PENCILS TUBE POSY,145,181.25,1.25,29,Normal,Monitor Stock
20981,12 PENCILS TALL TUBE WOODLAND,2641,2169.97,0.8483261802575107,228,Fast Moving,Restock Immediately
20982,12 PENCILS TALL TUBE SKULLS,2659,2255.47,0.8486868686868687,283,Fast Moving,Restock Immediately
20983,12 PENCILS TALL TUBE RED RETROSPOT,1215,1032.75,0.85,110,Fast Moving,Restock Immediately
20983,12 PENCILS TALL TUBE RED SPOTTY,2241,1879.8899999999999,0.8493867924528301,210,Fast Moving,Restock Immediately
20984,12 PENCILS TALL TUBE POSY,2052,737.16,0.71390625,61,Fast Moving,Restock Immediately
20985,HEART CALCULATOR,1137,1399.4,1.2472661870503599,132,Fast Moving,Restock Immediately
20986,BLUE CALCULATOR RULER,552,652.0,1.24525,76,Normal,Monitor Stock
20987,GEISHA GIRL CHOPSTICKS SET/5,117,228.15,1.95,12,Normal,Monitor Stock
20988,TRELLIS FLOWER CHOPSTICKS SET/5,24,46.8,1.9500000000000002,9,Slow Moving,Reduce Inventory
20989,URBAN CHIC CHOPSTICKS SET/5,397,744.15,1.9437499999999999,48,Normal,Monitor Stock
20990,SPRING FLOWER CHOPSTICKS SET/5,857,1581.1499999999999,1.94,87,Normal,Monitor Stock
20991,JAZZ HEARTS MAGNETIC MEMO PAD,7058,850.9000000000001,0.609375,16,Fast Moving,Restock Immediately
20992,JAZZ HEARTS PURSE NOTEBOOK,1733,1259.4499999999998,0.8362758620689654,139,Fast Moving,Restock Immediately
20993,JAZZ HEARTS MEMO PAD,10945,1305.49,0.59875,24,Fast Moving,Restock Immediately
20994,JAZZ HEARTS SPIRAL NOTEPAD,47,39.949999999999996,0.85,12,Slow Moving,Reduce Inventory
20996,JAZZ HEARTS ADDRESS BOOK,3080,924.96,0.40577777777777774,88,Fast Moving,Restock Immediately
20997,ROSE DU SUD CUSHION COVER ,66,326.7,4.95,23,Slow Moving,Reduce Inventory
20998,ROSE DU SUD OVEN GLOVE,102,300.90000000000003,2.95,32,Normal,Monitor Stock
21000,ROSE DU SUD COSMETICS BAG,572,1306.0,4.16,25,Normal,Monitor Stock
21001,ROSE DU SUD WASHBAG ,44,261.8,5.95,20,Slow Moving,Reduce Inventory
21002,ROSE DU SUD DRAWSTRING BAG,97,412.25,4.25,21,Slow Moving,Reduce Inventory
21003,ROSE DU SUD CUSHION COVER,9,57.15,6.35,5,Slow Moving,Reduce Inventory
21004,ROSE DU SUD CHILDRENS APRON,26,110.5,4.25,15,Slow Moving,Reduce Inventory
21004,ROSE DU SUD CHILDS APRON,79,335.75,4.25,33,Slow Moving,Reduce Inventory
21007,ETCHED GLASS DROPLET DECORATION,1905,851.23,0.7641025641025642,39,Fast Moving,Restock Immediately
21009,ETCHED GLASS STAR TREE DECORATION,897,1121.25,1.25,79,Normal,Monitor Stock
21010,ETCHED GLASS BIRD TREE DECORATION,812,1015.0,1.25,66,Normal,Monitor Stock
21011,GLITTER SNOW PEAR TREE DECORATION,1785,1265.73,1.1778070175438597,101,Fast Moving,Restock Immediately
21012,ANTIQUE ALL GLASS CANDLESTICK,921,1047.58,1.9598461538461538,64,Normal,Monitor Stock
21014,SWISS CHALET TREE DECORATION ,540,376.44,0.8162745098039215,47,Normal,Monitor Stock
21015,DARK BIRD HOUSE TREE DECORATION,182,134.06,0.8328,24,Normal,Monitor Stock
21016,LIGHT BIRD HOUSE TREE DECORATION,806,540.62,0.8081944444444444,65,Normal,Monitor Stock
21017,RED BIRD HOUSE TREE DECORATION,551,360.83,0.805952380952381,39,Normal,Monitor Stock
21018,BIRD BOX CHRISTMAS TREE DECORATION,207,175.95,0.85,36,Normal,Monitor Stock
21025,SPACE FROG,133,166.25,1.25,22,Normal,Monitor Stock
21026,SPACE OWL,260,325.0,1.25,35,Normal,Monitor Stock
21027,NINJA RABBIT PINK,179,221.85,1.2440625,29,Normal,Monitor Stock
21028,NINJA RABBIT BLACK,121,149.35,1.24,19,Normal,Monitor Stock
21030,SPACE CADET RED,109,132.45,1.23,19,Normal,Monitor Stock
21031,SPACE CADET BLACK,88,106.2,1.22625,16,Slow Moving,Reduce Inventory
21032,SPACE CADET WHITE,115,141.85,1.24,18,Normal,Monitor Stock
21033,JUMBO BAG CHARLIE AND LOLA TOYS,2527,4640.15,2.759183673469388,191,Fast Moving,Restock Immediately
21034,REX CASH+CARRY JUMBO SHOPPER,2227,2115.65,0.95,1041,Fast Moving,Restock Immediately
21035,SET/2 RED RETROSPOT TEA TOWELS ,755,2067.25,2.941011235955056,85,Normal,Monitor Stock
21035,SET/2 RED SPOTTY TEA TOWELS ,2538,7239.900000000001,2.943993993993994,327,Fast Moving,Restock Immediately
21036,SET/2 TEA TOWELS MODERN VINTAGE,1,2.55,2.55,1,Slow Moving,Reduce Inventory
21038,SET/4 MODERN VINTAGE COTTON NAPKINS,83,244.85000000000002,2.95,28,Slow Moving,Reduce Inventory
21039,RED RETROSPOT SHOPPING BAG,106,270.3,2.55,23,Normal,Monitor Stock
21039,RED SPOTTY SHOPPING BAG,671,1708.3500000000001,2.545631067961165,103,Normal,Monitor Stock
21040,MODERN VINTAGE COTTON SHOPPING BAG,834,984.3,2.21,39,Normal,Monitor Stock
21041,RED RETROSPOT OVEN GLOVE DOUBLE,466,1326.7000000000003,2.944520547945206,72,Normal,Monitor Stock
21041,RED SPOTTY OVEN GLOVE DOUBLE,1232,3408.4,2.9349624060150377,130,Fast Moving,Restock Immediately
21042,RED RETROSPOT APRON ,364,1931.8000000000002,5.91231884057971,65,Normal,Monitor Stock
21042,RED SPOTTY APRON ,765,4298.25,5.913483146067416,177,Normal,Monitor Stock
21043,APRON MODERN VINTAGE COTTON,160,592.0,5.7,32,Normal,Monitor Stock
21051,RIBBONS PURSE ,559,1087.8,2.0667567567567566,70,Normal,Monitor Stock
21054,NURSE'S BAG SOFT TOY,293,2602.35,8.943006993006993,138,Normal,Monitor Stock
